street_name
ANG MO KIO AVE 4
ANG MO KIO AVE 10
ANG MO KIO AVE 5
ANG MO KIO AVE 8
ANG MO KIO AVE 1
ANG MO KIO AVE 3
ANG MO KIO AVE 6
